% Moku:Pro Data Logger
% Input A
% Input B
% Input C
% Input D
% Acquisition rate: 5.0000000000e+05 Hz, Normal mode, trigger: Input B, level: 10.00 mV
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Internal 10 MHz clock
% Acquired 2025-01-16 T 01:36:54 +1100
% Time (s), Input A (V), Input B (V), Input C (V), Input D (V)
8.3628000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3630000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3632000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3634000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3636000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3638000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3640000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3642000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3644000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3646000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3648000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3650000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3652000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3654000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3656000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3658000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3660000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3662000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3664000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3666000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3668000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3670000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3672000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3674000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3676000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3678000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3680000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3682000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3684000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3686000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3688000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3690000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3692000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3694000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3696000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3698000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3700000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3702000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3704000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3706000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3708000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3710000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3712000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3714000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3716000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3718000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3720000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3722000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3724000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3726000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3728000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3730000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3732000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3734000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3736000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3738000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3740000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3742000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3744000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3746000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3748000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3750000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3752000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3754000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3756000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3758000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3760000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3762000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3764000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3766000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3768000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3770000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3772000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3774000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3776000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3778000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3780000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3782000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3784000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3786000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3788000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3790000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3792000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3794000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3796000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3798000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3800000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3802000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3804000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3806000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3808000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3810000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3812000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3814000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3816000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3818000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3820000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3822000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3824000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3826000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3828000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3830000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3832000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3834000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3836000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3838000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3840000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3842000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3844000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3846000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3848000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3850000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3852000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3854000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3856000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3858000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3860000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3862000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3864000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3866000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3868000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3870000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3872000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3874000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3876000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3878000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3880000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3882000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3884000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3886000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3888000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3890000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3892000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3894000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3896000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3898000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3900000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3902000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3904000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3906000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3908000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3910000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3912000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3914000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3916000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3918000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3920000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3922000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3924000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3926000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3928000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3930000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3932000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3934000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3936000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3938000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3940000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3942000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3944000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3946000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3948000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3950000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3952000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3954000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3956000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3958000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3960000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3962000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3964000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3966000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3968000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3970000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3972000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3974000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3976000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3978000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3980000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3982000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3984000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3986000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3988000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3990000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3992000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3994000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3996000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.3998000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4000000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4002000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4004000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4006000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4008000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4010000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4012000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4014000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4016000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4018000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4020000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4022000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4024000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4026000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4028000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4030000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4032000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4034000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4036000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4038000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4040000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4042000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4044000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4046000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4048000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4050000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4052000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4054000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4056000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4058000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4060000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4062000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4064000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4066000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4068000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4070000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4072000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4074000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4076000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4078000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4080000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4082000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4084000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4086000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4088000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4090000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4092000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4094000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4096000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4098000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4100000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4102000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4104000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4106000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4108000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4110000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4112000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4114000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4116000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4118000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4120000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4122000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4124000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4126000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4128000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4130000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4132000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
8.4134000000e-02, 0.0000000000e+00, -1.0950042009e+00, 0.0000000000e+00, 0.0000000000e+00
